Report_ID,Animal_Type,Breed,Age,Gender,Health_Status,Location,Reported_Date,Rescue_Status
706,Cat,Persian,6,Male,Healthy,Jaffna,2026-05-21,Under Treatment
707,Dog,Labrador,11,Male,Injured,Anuradhapura,2026-06-17,Rescued
708,Dog,Labrador,11,Female,Sick,Batticaloa,2026-05-05,Under Treatment
709,Dog,German Shepherd,11,Female,Injured,Kurunegala,2026-03-19,Rescued
710,Dog,Husky,3,Female,Injured,Kandy,2026-01-21,Rescued
711,Dog,Husky,1,Male,Healthy,Ratnapura,2026-01-14,Under Treatment
712,Cat,Siamese,7,Female,Injured,Ratnapura,2026-04-28,Pending
713,Cat,Domestic Short Hair,15,Male,Sick,Galle,2026-03-09,Under Treatment
714,Dog,Mixed Breed,11,Female,Healthy,Negombo,2026-03-01,Under Treatment
715,Dog,Rottweiler,14,Male,Critical,Colombo,2026-06-19,Pending
716,Dog,Labrador,12,Male,Injured,Kurunegala,2026-05-20,Pending
717,Cat,Domestic Short Hair,6,Male,Healthy,Kurunegala,2026-03-20,Pending
718,Dog,Golden Retriever,9,Male,Injured,Galle,2026-04-30,Released
719,Cat,Siamese,8,Male,Healthy,Matara,2026-01-25,Rescued
720,Cat,British Shorthair,15,Female,Sick,Ratnapura,2026-04-21,Rescued
721,Dog,Golden Retriever,15,Female,Critical,Colombo,2026-03-26,Rescued
722,Cat,Siamese,15,Male,Healthy,Batticaloa,2026-05-28,Rescued
723,Cat,Domestic Short Hair,2,Male,Healthy,Kurunegala,2026-03-20,Pending
724,Dog,Golden Retriever,7,Male,Critical,Kandy,2026-04-10,Pending
725,Cat,Siamese,9,Male,Injured,Kurunegala,2026-02-23,Under Treatment
726,Cat,Persian,3,Female,Critical,Jaffna,2026-01-25,Under Treatment
727,Cat,British Shorthair,12,Female,Sick,Kandy,2026-02-11,Under Treatment
728,Dog,Mixed Breed,2,Male,Sick,Negombo,2026-01-18,Released
729,Dog,Golden Retriever,12,Female,Injured,Matara,2026-06-23,Released
730,Dog,Labrador,6,Female,Sick,Negombo,2026-02-27,Pending
731,Dog,German Shepherd,12,Female,Critical,Batticaloa,2026-06-27,Released
732,Cat,Mixed Breed,13,Male,Sick,Negombo,2026-01-05,Under Treatment
733,Dog,Labrador,6,Male,Sick,Kandy,2026-03-18,Released
734,Cat,Mixed Breed,14,Female,Healthy,Ratnapura,2026-06-02,Pending
735,Cat,Siamese,9,Female,Sick,Batticaloa,2026-03-17,Under Treatment
736,Cat,British Shorthair,4,Female,Healthy,Kandy,2026-06-12,Pending
737,Cat,Mixed Breed,6,Male,Injured,Negombo,2026-01-15,Pending
738,Cat,Mixed Breed,13,Male,Sick,Anuradhapura,2026-05-30,Released
739,Cat,Siamese,9,Male,Critical,Matara,2026-05-02,Pending
740,Dog,Rottweiler,15,Male,Healthy,Galle,2026-02-06,Under Treatment
741,Dog,Golden Retriever,1,Male,Sick,Matara,2026-04-09,Rescued
742,Cat,Domestic Short Hair,10,Female,Injured,Anuradhapura,2026-06-28,Released
743,Cat,Siamese,1,Female,Sick,Kandy,2026-02-25,Released
744,Cat,Mixed Breed,2,Female,Sick,Batticaloa,2026-05-03,Released
745,Cat,British Shorthair,14,Male,Critical,Ratnapura,2026-04-04,Under Treatment
746,Dog,Beagle,2,Female,Sick,Ratnapura,2026-05-03,Released
747,Cat,Mixed Breed,5,Male,Healthy,Galle,2026-01-10,Rescued
748,Dog,Mixed Breed,13,Male,Sick,Jaffna,2026-06-25,Released
749,Cat,British Shorthair,7,Female,Injured,Batticaloa,2026-02-12,Rescued
750,Dog,Beagle,1,Female,Injured,Anuradhapura,2026-04-05,Under Treatment
751,Dog,German Shepherd,10,Female,Healthy,Jaffna,2026-05-20,Pending
752,Dog,Mixed Breed,5,Female,Critical,Galle,2026-01-11,Under Treatment
753,Cat,Mixed Breed,9,Female,Critical,Negombo,2026-06-11,Under Treatment
754,Cat,Siamese,7,Female,Sick,Galle,2026-03-02,Rescued
755,Cat,Persian,1,Female,Injured,Anuradhapura,2026-01-29,Under Treatment
756,Cat,Mixed Breed,7,Male,Sick,Matara,2026-01-23,Released
757,Dog,German Shepherd,13,Female,Sick,Negombo,2026-05-18,Released
758,Dog,Rottweiler,3,Female,Critical,Batticaloa,2026-01-17,Rescued
759,Dog,Golden Retriever,13,Male,Sick,Kurunegala,2026-04-18,Released
760,Cat,Domestic Short Hair,3,Male,Injured,Kandy,2026-01-16,Rescued
761,Dog,Husky,11,Female,Sick,Galle,2026-06-09,Under Treatment
762,Cat,Mixed Breed,10,Male,Healthy,Ratnapura,2026-04-09,Under Treatment
763,Dog,Labrador,8,Female,Sick,Ratnapura,2026-03-02,Released
764,Cat,British Shorthair,14,Male,Injured,Kandy,2026-03-27,Under Treatment
765,Dog,Labrador,2,Female,Healthy,Galle,2026-06-21,Under Treatment
766,Cat,Siamese,5,Male,Sick,Kurunegala,2026-06-03,Pending
767,Dog,Beagle,14,Male,Sick,Batticaloa,2026-06-08,Pending
768,Cat,Mixed Breed,4,Male,Healthy,Jaffna,2026-01-29,Released
769,Dog,Husky,6,Female,Injured,Kurunegala,2026-01-30,Pending
770,Cat,Persian,9,Male,Injured,Colombo,2026-02-09,Pending
771,Dog,Mixed Breed,15,Male,Critical,Jaffna,2026-05-12,Released
772,Cat,Persian,5,Male,Healthy,Matara,2026-05-19,Pending
773,Dog,Golden Retriever,8,Male,Sick,Ratnapura,2026-04-10,Under Treatment
774,Dog,Rottweiler,10,Female,Sick,Galle,2026-05-20,Rescued
775,Dog,Mixed Breed,3,Female,Critical,Ratnapura,2026-03-14,Released
776,Cat,Mixed Breed,10,Female,Healthy,Negombo,2026-06-01,Rescued
777,Cat,Persian,10,Male,Critical,Jaffna,2026-01-27,Pending
778,Cat,Domestic Short Hair,7,Male,Critical,Colombo,2026-02-19,Released
779,Cat,British Shorthair,11,Female,Injured,Colombo,2026-03-13,Under Treatment
780,Cat,Domestic Short Hair,8,Female,Injured,Matara,2026-03-29,Under Treatment
781,Dog,Labrador,11,Male,Sick,Kurunegala,2026-05-04,Rescued
782,Dog,German Shepherd,15,Male,Injured,Negombo,2026-06-30,Under Treatment
783,Dog,German Shepherd,14,Female,Critical,Jaffna,2026-02-27,Released
784,Cat,Domestic Short Hair,10,Male,Healthy,Ratnapura,2026-03-31,Released
785,Cat,Persian,3,Male,Critical,Anuradhapura,2026-04-12,Under Treatment
786,Cat,Domestic Short Hair,2,Male,Healthy,Negombo,2026-04-18,Pending
787,Dog,Rottweiler,4,Female,Critical,Ratnapura,2026-05-25,Rescued
788,Dog,Beagle,6,Female,Critical,Galle,2026-04-20,Pending
789,Dog,Rottweiler,11,Female,Critical,Negombo,2026-05-03,Released
790,Cat,Domestic Short Hair,3,Female,Injured,Negombo,2026-05-15,Released
791,Cat,Domestic Short Hair,7,Male,Injured,Negombo,2026-03-16,Under Treatment
792,Dog,Rottweiler,11,Female,Healthy,Galle,2026-01-06,Rescued
793,Dog,Rottweiler,3,Male,Critical,Colombo,2026-03-01,Released
794,Dog,Golden Retriever,2,Male,Sick,Batticaloa,2026-02-13,Rescued
795,Dog,Beagle,6,Male,Critical,Batticaloa,2026-04-13,Under Treatment
796,Cat,British Shorthair,3,Female,Critical,Kurunegala,2026-06-25,Released
797,Dog,Rottweiler,13,Male,Critical,Colombo,2026-01-16,Rescued
798,Dog,Beagle,5,Female,Injured,Colombo,2026-06-04,Pending
799,Dog,Rottweiler,9,Male,Healthy,Jaffna,2026-02-23,Rescued
800,Cat,Mixed Breed,15,Female,Healthy,Ratnapura,2026-04-01,Under Treatment
801,Cat,Persian,2,Female,Healthy,Galle,2026-05-25,Rescued
802,Dog,German Shepherd,9,Female,Injured,Jaffna,2026-06-06,Rescued
803,Cat,British Shorthair,1,Female,Healthy,Kandy,2026-05-09,Rescued
804,Cat,Persian,14,Male,Critical,Anuradhapura,2026-02-21,Under Treatment
805,Dog,Golden Retriever,10,Male,Sick,Negombo,2026-06-06,Pending
806,Dog,Labrador,1,Female,Sick,Colombo,2026-05-11,Rescued
807,Cat,Domestic Short Hair,11,Female,Injured,Kandy,2026-03-10,Pending
808,Cat,British Shorthair,10,Male,Injured,Colombo,2026-03-17,Rescued
809,Dog,Mixed Breed,11,Female,Sick,Ratnapura,2026-05-29,Pending
810,Cat,Siamese,3,Male,Critical,Anuradhapura,2026-05-13,Under Treatment
811,Dog,Rottweiler,5,Male,Critical,Colombo,2026-03-07,Under Treatment
812,Dog,Labrador,4,Female,Critical,Kandy,2026-02-20,Pending
813,Cat,Mixed Breed,10,Male,Healthy,Jaffna,2026-05-28,Under Treatment
814,Cat,Persian,13,Male,Healthy,Galle,2026-02-21,Under Treatment
815,Cat,Domestic Short Hair,12,Female,Injured,Matara,2026-06-13,Pending
816,Dog,Rottweiler,6,Female,Sick,Negombo,2026-01-24,Rescued
817,Dog,Golden Retriever,12,Female,Sick,Negombo,2026-02-04,Under Treatment
818,Cat,Mixed Breed,2,Male,Sick,Negombo,2026-05-19,Released
819,Cat,British Shorthair,5,Female,Healthy,Galle,2026-05-12,Rescued
820,Cat,Mixed Breed,11,Female,Sick,Jaffna,2026-05-13,Released
821,Cat,British Shorthair,13,Male,Critical,Anuradhapura,2026-06-03,Rescued
822,Cat,Siamese,13,Male,Injured,Jaffna,2026-06-17,Under Treatment
823,Cat,Domestic Short Hair,5,Male,Sick,Kurunegala,2026-04-22,Pending
824,Cat,Mixed Breed,1,Female,Sick,Kandy,2026-01-18,Under Treatment
825,Dog,Labrador,14,Male,Healthy,Kandy,2026-01-09,Rescued
826,Cat,Siamese,12,Male,Healthy,Batticaloa,2026-03-15,Under Treatment
827,Dog,Husky,15,Female,Sick,Kurunegala,2026-06-24,Released
828,Cat,Persian,14,Male,Sick,Anuradhapura,2026-04-04,Under Treatment
829,Cat,Siamese,8,Male,Healthy,Kurunegala,2026-05-26,Rescued
830,Dog,Mixed Breed,5,Female,Critical,Kurunegala,2026-03-16,Pending
831,Cat,Mixed Breed,7,Male,Healthy,Galle,2026-04-06,Pending
832,Cat,British Shorthair,10,Male,Critical,Kandy,2026-04-18,Under Treatment
833,Dog,Mixed Breed,3,Male,Critical,Matara,2026-05-19,Under Treatment
834,Dog,Rottweiler,11,Female,Critical,Matara,2026-01-27,Rescued
835,Cat,Domestic Short Hair,7,Male,Critical,Kandy,2026-06-11,Released
836,Dog,Labrador,8,Male,Sick,Ratnapura,2026-06-16,Under Treatment
837,Cat,Siamese,11,Female,Injured,Kandy,2026-03-28,Pending
838,Dog,Golden Retriever,5,Male,Injured,Ratnapura,2026-03-27,Under Treatment
839,Cat,British Shorthair,12,Male,Injured,Batticaloa,2026-01-03,Pending
840,Cat,Persian,15,Female,Critical,Matara,2026-02-04,Pending
841,Dog,Rottweiler,11,Male,Sick,Ratnapura,2026-01-29,Released
842,Dog,Rottweiler,4,Male,Injured,Kandy,2026-01-18,Pending
843,Cat,British Shorthair,7,Female,Sick,Ratnapura,2026-04-03,Rescued
844,Cat,British Shorthair,9,Female,Critical,Colombo,2026-02-16,Rescued
845,Dog,Rottweiler,3,Male,Critical,Colombo,2026-06-01,Pending
846,Dog,Mixed Breed,5,Male,Sick,Jaffna,2026-05-31,Released
847,Cat,British Shorthair,1,Female,Sick,Ratnapura,2026-02-10,Released
848,Dog,German Shepherd,12,Male,Injured,Anuradhapura,2026-02-17,Released
849,Dog,German Shepherd,1,Female,Healthy,Colombo,2026-01-14,Pending
850,Dog,Mixed Breed,9,Male,Injured,Matara,2026-05-05,Released
851,Cat,British Shorthair,8,Female,Healthy,Kurunegala,2026-04-19,Released
852,Dog,Mixed Breed,10,Male,Critical,Jaffna,2026-02-08,Pending
853,Cat,British Shorthair,7,Male,Sick,Matara,2026-06-06,Rescued
854,Cat,Mixed Breed,1,Male,Critical,Batticaloa,2026-05-28,Under Treatment
855,Dog,Beagle,13,Female,Healthy,Galle,2026-03-15,Pending
856,Dog,Mixed Breed,10,Female,Healthy,Negombo,2026-06-23,Under Treatment
857,Cat,Siamese,1,Male,Critical,Jaffna,2026-05-13,Released
858,Dog,Rottweiler,11,Male,Injured,Colombo,2026-02-24,Rescued
859,Dog,Beagle,13,Female,Critical,Kandy,2026-06-14,Rescued
860,Cat,Domestic Short Hair,1,Male,Healthy,Matara,2026-01-15,Rescued
861,Dog,Labrador,8,Male,Injured,Galle,2026-04-28,Released
862,Cat,Persian,3,Male,Healthy,Anuradhapura,2026-02-08,Released
863,Dog,German Shepherd,15,Male,Sick,Kandy,2026-05-19,Under Treatment
864,Cat,Siamese,12,Female,Critical,Colombo,2026-03-18,Released
865,Cat,Persian,4,Female,Sick,Jaffna,2026-01-18,Released
866,Cat,Domestic Short Hair,6,Female,Sick,Galle,2026-05-07,Rescued
867,Cat,Domestic Short Hair,2,Male,Critical,Kandy,2026-01-31,Pending
868,Dog,Husky,4,Female,Healthy,Kandy,2026-02-27,Under Treatment
869,Dog,Golden Retriever,11,Male,Healthy,Ratnapura,2026-05-14,Under Treatment
870,Cat,British Shorthair,10,Female,Sick,Colombo,2026-01-30,Released
871,Dog,Beagle,15,Male,Healthy,Kurunegala,2026-03-26,Released
872,Cat,Domestic Short Hair,2,Female,Healthy,Kandy,2026-01-25,Under Treatment
873,Dog,Golden Retriever,7,Male,Injured,Jaffna,2026-04-17,Rescued
874,Dog,Labrador,12,Female,Healthy,Batticaloa,2026-06-25,Pending
875,Cat,Siamese,1,Male,Injured,Anuradhapura,2026-03-09,Rescued
876,Cat,Persian,10,Female,Sick,Colombo,2026-06-08,Released
877,Cat,Domestic Short Hair,1,Male,Healthy,Kandy,2026-02-09,Pending
878,Cat,Persian,1,Male,Injured,Kurunegala,2026-03-03,Released
879,Cat,Persian,9,Male,Critical,Matara,2026-04-15,Rescued
880,Dog,Mixed Breed,8,Female,Critical,Colombo,2026-02-11,Released
881,Cat,Persian,1,Male,Critical,Galle,2026-04-20,Rescued
882,Cat,Mixed Breed,8,Female,Sick,Batticaloa,2026-03-30,Under Treatment
883,Cat,Siamese,5,Female,Critical,Ratnapura,2026-01-05,Rescued
884,Cat,Domestic Short Hair,9,Female,Sick,Batticaloa,2026-05-05,Pending
885,Dog,Golden Retriever,6,Female,Sick,Jaffna,2026-04-06,Under Treatment
886,Cat,Domestic Short Hair,13,Male,Critical,Kurunegala,2026-04-16,Rescued
887,Dog,Beagle,2,Female,Healthy,Galle,2026-02-04,Released
888,Cat,British Shorthair,5,Female,Sick,Kurunegala,2026-06-12,Released
889,Cat,Siamese,2,Female,Injured,Colombo,2026-06-12,Pending
890,Cat,Domestic Short Hair,13,Male,Sick,Negombo,2026-04-18,Released
891,Cat,Domestic Short Hair,2,Male,Sick,Jaffna,2026-04-29,Under Treatment
892,Dog,Labrador,9,Male,Injured,Kurunegala,2026-05-17,Under Treatment
893,Dog,Husky,5,Male,Injured,Negombo,2026-02-24,Pending
894,Cat,Mixed Breed,3,Female,Critical,Kurunegala,2026-05-04,Rescued
895,Cat,Persian,9,Female,Healthy,Colombo,2026-03-13,Under Treatment
896,Cat,Domestic Short Hair,13,Female,Injured,Negombo,2026-01-24,Under Treatment
897,Dog,Labrador,10,Female,Critical,Jaffna,2026-06-28,Pending
898,Cat,Mixed Breed,9,Male,Injured,Matara,2026-05-21,Rescued
899,Dog,Golden Retriever,15,Male,Critical,Colombo,2026-02-12,Rescued
900,Cat,Siamese,6,Female,Healthy,Kurunegala,2026-06-12,Pending
901,Dog,Beagle,13,Female,Healthy,Galle,2026-05-22,Pending
902,Cat,British Shorthair,13,Female,Critical,Jaffna,2026-03-19,Released
903,Cat,Persian,10,Female,Injured,Kandy,2026-05-08,Under Treatment
904,Dog,Golden Retriever,10,Male,Critical,Negombo,2026-06-29,Rescued
905,Dog,German Shepherd,13,Female,Sick,Jaffna,2026-05-29,Pending
906,Dog,Rottweiler,8,Female,Critical,Kandy,2026-03-25,Pending
907,Cat,Siamese,7,Female,Critical,Kandy,2026-02-05,Under Treatment
908,Cat,Siamese,5,Female,Injured,Jaffna,2026-05-08,Rescued
909,Cat,Domestic Short Hair,10,Female,Healthy,Galle,2026-06-25,Released
910,Dog,Labrador,12,Male,Sick,Anuradhapura,2026-04-08,Rescued
911,Cat,Mixed Breed,12,Male,Sick,Jaffna,2026-02-05,Under Treatment
912,Dog,Rottweiler,4,Male,Injured,Kandy,2026-02-02,Under Treatment
913,Cat,Persian,3,Female,Critical,Galle,2026-02-03,Pending
914,Dog,Rottweiler,4,Male,Sick,Batticaloa,2026-04-25,Rescued
915,Cat,Mixed Breed,14,Male,Sick,Galle,2026-04-18,Pending
916,Cat,British Shorthair,7,Female,Critical,Anuradhapura,2026-03-01,Rescued
917,Dog,Beagle,14,Female,Critical,Ratnapura,2026-05-07,Under Treatment
918,Dog,Rottweiler,14,Male,Healthy,Galle,2026-05-20,Pending
919,Cat,Siamese,12,Female,Sick,Galle,2026-05-19,Released
920,Dog,Beagle,6,Male,Critical,Kurunegala,2026-05-06,Rescued
921,Dog,Beagle,8,Female,Injured,Batticaloa,2026-02-08,Rescued
922,Dog,Beagle,15,Male,Healthy,Jaffna,2026-06-24,Pending
923,Dog,Mixed Breed,10,Female,Critical,Ratnapura,2026-05-03,Pending
924,Cat,Siamese,13,Female,Sick,Colombo,2026-01-30,Pending
925,Cat,Persian,2,Female,Healthy,Ratnapura,2026-01-30,Released
926,Dog,Husky,6,Male,Sick,Kandy,2026-06-19,Pending
927,Cat,British Shorthair,14,Male,Injured,Colombo,2026-03-29,Released
928,Dog,Golden Retriever,11,Male,Healthy,Ratnapura,2026-06-12,Under Treatment
929,Cat,Persian,14,Male,Sick,Matara,2026-01-27,Pending
930,Cat,Persian,10,Male,Critical,Galle,2026-01-11,Pending
931,Dog,Husky,13,Female,Critical,Kandy,2026-04-13,Rescued
932,Cat,Siamese,8,Male,Sick,Kurunegala,2026-05-31,Released
933,Cat,Domestic Short Hair,1,Female,Injured,Batticaloa,2026-01-26,Released
934,Dog,German Shepherd,13,Male,Injured,Ratnapura,2026-04-27,Under Treatment
935,Dog,Husky,3,Male,Critical,Matara,2026-05-14,Released
936,Cat,Mixed Breed,2,Male,Healthy,Negombo,2026-01-01,Under Treatment
937,Dog,Rottweiler,6,Male,Healthy,Batticaloa,2026-02-08,Under Treatment
938,Dog,German Shepherd,3,Female,Sick,Negombo,2026-02-12,Pending
939,Dog,Beagle,13,Female,Sick,Jaffna,2026-01-21,Released
940,Dog,Beagle,8,Male,Injured,Ratnapura,2026-06-21,Under Treatment
941,Cat,Mixed Breed,5,Female,Injured,Matara,2026-02-06,Released
942,Cat,British Shorthair,9,Male,Injured,Colombo,2026-01-24,Pending
943,Cat,British Shorthair,15,Male,Sick,Negombo,2026-02-04,Released
944,Dog,Husky,8,Male,Critical,Kandy,2026-03-29,Rescued
945,Cat,Mixed Breed,2,Male,Injured,Anuradhapura,2026-05-07,Released
946,Dog,Rottweiler,6,Male,Critical,Matara,2026-01-06,Under Treatment
947,Cat,Siamese,6,Male,Sick,Matara,2026-04-02,Pending
948,Dog,Rottweiler,10,Female,Critical,Kurunegala,2026-01-16,Rescued
949,Cat,Mixed Breed,10,Male,Healthy,Jaffna,2026-06-11,Under Treatment
950,Cat,Siamese,1,Male,Sick,Anuradhapura,2026-03-30,Pending
951,Cat,Persian,7,Male,Injured,Jaffna,2026-01-21,Rescued
952,Dog,Mixed Breed,15,Male,Injured,Colombo,2026-01-02,Rescued
953,Dog,Beagle,9,Female,Sick,Batticaloa,2026-04-29,Released
954,Dog,Labrador,4,Male,Critical,Kurunegala,2026-06-13,Rescued
955,Dog,German Shepherd,12,Female,Healthy,Colombo,2026-04-16,Rescued
956,Cat,Persian,2,Male,Healthy,Matara,2026-04-23,Rescued
957,Dog,Husky,6,Male,Sick,Kurunegala,2026-01-11,Pending
958,Dog,Golden Retriever,12,Male,Injured,Matara,2026-01-18,Released
959,Cat,Mixed Breed,15,Female,Healthy,Ratnapura,2026-01-21,Pending
960,Cat,Mixed Breed,8,Female,Injured,Ratnapura,2026-04-17,Under Treatment
961,Dog,Golden Retriever,7,Female,Sick,Kurunegala,2026-06-25,Released
962,Cat,Domestic Short Hair,10,Male,Injured,Ratnapura,2026-05-06,Released
963,Dog,German Shepherd,12,Female,Healthy,Anuradhapura,2026-03-22,Pending
964,Dog,Golden Retriever,10,Female,Critical,Colombo,2026-03-18,Under Treatment
965,Cat,Siamese,9,Female,Critical,Negombo,2026-04-25,Rescued
966,Cat,Persian,1,Female,Healthy,Galle,2026-05-04,Released
967,Dog,Labrador,7,Male,Injured,Matara,2026-01-09,Rescued
968,Cat,Persian,13,Female,Healthy,Kurunegala,2026-06-03,Released
969,Dog,Golden Retriever,12,Male,Injured,Kandy,2026-05-15,Released
970,Dog,Husky,1,Male,Healthy,Matara,2026-01-26,Rescued
971,Cat,Persian,8,Male,Critical,Ratnapura,2026-06-08,Under Treatment
972,Cat,Mixed Breed,14,Female,Injured,Colombo,2026-04-27,Rescued
973,Cat,Siamese,13,Female,Critical,Negombo,2026-05-18,Rescued
974,Dog,Husky,12,Male,Sick,Batticaloa,2026-05-26,Pending
975,Cat,British Shorthair,12,Male,Critical,Matara,2026-06-07,Released
976,Cat,British Shorthair,15,Female,Sick,Jaffna,2026-03-24,Released
977,Cat,Siamese,8,Male,Sick,Ratnapura,2026-02-21,Pending
978,Cat,British Shorthair,5,Male,Sick,Negombo,2026-06-14,Released
979,Cat,British Shorthair,13,Female,Injured,Kandy,2026-01-07,Under Treatment
980,Dog,German Shepherd,12,Male,Healthy,Kurunegala,2026-04-29,Pending
981,Dog,German Shepherd,5,Male,Sick,Colombo,2026-03-13,Pending
982,Cat,Siamese,11,Male,Injured,Galle,2026-05-10,Released
983,Cat,British Shorthair,2,Male,Injured,Negombo,2026-06-14,Released
984,Dog,Rottweiler,15,Male,Healthy,Kandy,2026-05-03,Rescued
985,Dog,Husky,12,Female,Injured,Matara,2026-05-05,Rescued
986,Cat,British Shorthair,9,Male,Injured,Jaffna,2026-05-12,Rescued
987,Dog,Golden Retriever,4,Female,Sick,Kandy,2026-03-04,Under Treatment
988,Dog,Beagle,8,Female,Critical,Colombo,2026-03-28,Under Treatment
989,Dog,Husky,8,Female,Critical,Batticaloa,2026-03-13,Pending
990,Cat,Mixed Breed,1,Female,Sick,Anuradhapura,2026-04-11,Released
991,Cat,Mixed Breed,4,Female,Injured,Kandy,2026-02-26,Pending
992,Dog,German Shepherd,9,Male,Sick,Ratnapura,2026-04-27,Released
993,Cat,British Shorthair,2,Female,Sick,Colombo,2026-01-21,Released
994,Cat,Mixed Breed,14,Female,Healthy,Negombo,2026-01-14,Under Treatment
995,Dog,Rottweiler,14,Female,Injured,Matara,2026-01-25,Under Treatment
996,Dog,Beagle,5,Female,Sick,Kurunegala,2026-01-04,Released
997,Cat,Persian,6,Male,Injured,Galle,2026-03-25,Rescued
998,Dog,Rottweiler,5,Male,Injured,Jaffna,2026-06-20,Released
999,Dog,Beagle,1,Male,Healthy,Negombo,2026-06-08,Rescued
1000,Cat,Siamese,10,Female,Critical,Negombo,2026-03-17,Released
